JAHR;KT;GEBIET;FAT;BIO;B_KULTURLAND;B_VERSORGUNGSSICHERHEIT;B_BIODIVERSITAET;B_PRODUKTIONSSYSTEME;B_LANDSCHAFTSQUALITAET;B_RESSOURCENEFFIZIENZ
2018;AG;01;415;0;191327;474140;247630;36630;71173;66636
2018;AG;01;421;0;773971;3395577;1547286;1467319;394678;105591
2018;AG;01;421;1;157306;722660;632146;683607;204182;31268
2018;AG;01;422;0;473996;2073215;1175596;1162730;309273;40785
2018;AG;01;422;1;177051;608311;550935;517757;156311;19473
2018;AG;01;431;0;390194;1240486;835088;475302;237364;7022
2018;AG;01;431;1;21266;92791;142769;70937;39852;89
2018;AG;01;442;0;22788;93595;28016;193083;8187;4359
2018;AG;01;451;0;694476;9052691;2758367;2399433;809933;355269
2018;AG;01;451;1;50077;522973;194793;532401;93713;41696
2018;AG;01;452;0;548411;4168509;1886670;1680662;597978;126103
2018;AG;01;452;1;68469;585842;414646;648637;201896;57675
2018;AG;01;999;0;3027447;24087542;10134876;10085406;2557441;1048243
2018;AG;01;999;1;317843;2335441;1200530;2819475;439644;139799
2018;AG;02;421;0;93375;234718;148761;50242;46430;3977
2018;AI;02;421;0;2729285;4535453;789993;1659812;97115;90839
2018;AI;02;421;1;152802;272604;57946;169287;12960;6594
2018;AI;02;422;0;206788;443180;66636;208856;45095;11297
2018;AI;02;431;0;89084;151385;46977;56512;24215;966
2018;AI;02;442;0;261197;437916;68386;438594;21735;37169
2018;AI;02;443;0;48581;84337;15386;407320;3915;1136
2018;AI;02;999;0;1004068;1828215;358496;950257;82539;63163
2018;AR;02;421;0;4558308;7582751;1074691;2917921;767497;134125
2018;AR;02;421;1;1087699;2061363;331157;1250570;255481;65128
2018;AR;02;422;0;269111;458777;88137;233811;39778;6070
2018;AR;02;422;1;238643;418304;139039;264873;56013;10201
2018;AR;02;431;0;196536;343255;71868;110522;54557;823
2018;AR;02;431;1;78882;147250;58017;91783;28943;648
2018;AR;02;442;0;94610;180509;29958;239164;26459;20142
2018;AR;02;999;0;743853;1373654;190249;581523;141370;41910
2018;AR;02;999;1;172636;350735;65814;286303;45771;20229
2018;BE;01;411;0;174218;11128363;2687949;1280159;731818;723092
2018;BE;01;411;1;1499;220730;52721;188097;23371;41960
2018;BE;01;413;0;55958;3729979;795485;185990;233054;118404
2018;BE;01;413;1;33750;478238;159067;496154;59670;18422
2018;BE;01;414;0;21577;576568;160542;41974;41282;35591
2018;BE;01;415;0;299540;200294;167415;977;26385;10559
2018;BE;01;421;0;3534544;13607866;3451252;5622771;1784057;365824
2018;BE;01;421;1;298898;1079251;392995;852910;164840;32751
2018;BE;01;422;0;699546;3030029;964018;1783064;450363;69097
2018;BE;01;422;1;134898;635413;406113;544465;124211;12761
2018;BE;01;431;0;356555;1206930;474700;574708;135677;13575
2018;BE;01;431;1;37324;177495;113883;124842;27847;1126
2018;BE;01;442;0;132076;614402;159343;595713;79213;57355
2018;BE;01;443;0;52777;336378;88249;445506;54966;5790
2018;BE;01;451;0;1041034;16549583;3778946;4235121;1795590;808068
2018;BE;01;451;1;28339;475908;145569;531923;68427;43890
2018;BE;01;452;0;378702;4680061;1511531;1949657;573717;211033
2018;BE;01;452;1;112034;1018133;363740;1051785;160260;65624
2018;BE;01;999;0;4106888;38355201;10027247;17378210;4231599;2109451
2018;BE;01;999;1;325373;2782843;1105715;3285269;415774;195272
2018;BE;02;421;0;43624860;63733753;19034370;21554690;8535360;643624
2018;BE;02;421;1;8399486;11309894;4765144;6583649;1744198;144964
2018;BE;02;422;0;4015986;7130009;2398409;3213465;958181;80916
2018;BE;02;422;1;2260269;3129757;1920164;2004491;589651;29383
2018;BE;02;431;0;1763761;2735041;1073360;932608;439984;9546
2018;BE;02;431;1;633947;925133;614906;527099;214793;3475
2018;BE;02;442;0;353606;804067;169532;719638;124933;46652
2018;BE;02;443;0;136675;348033;60752;456803;30317;9685
2018;BE;02;443;1;67400;157900;42103;199659;25662;1759
2018;BE;02;451;0;179095;549554;77329;144151;18646;19091
2018;BE;02;452;0;364361;575097;123355;246236;31435;17650
2018;BE;02;999;0;6200982;13195273;3002584;5162468;1665575;278699
2018;BE;02;999;1;1307312;2350887;999733;1672551;453483;42663
2018;BL;01;411;0;21926;1194941;314562;143156;199816;16559
2018;BL;01;413;0;247;126715;29622;13031;15202;0
2018;BL;01;414;0;62945;459154;135009;75871;25394;25372
2018;BL;01;415;0;46449;145229;72043;9445;3288;10181
2018;BL;01;421;0;829636;3387629;1328173;1143469;294468;43502
2018;BL;01;421;1;160324;625136;357229;468927;59349;15632
2018;BL;01;422;0;351359;1678313;737064;786335;156972;10189
2018;BL;01;422;1;82856;425162;411155;342428;45184;7989
2018;BL;01;431;0;148107;492269;422539;155118;45387;367
2018;BL;01;431;1;48373;183152;202883;130301;30605;293
2018;BL;01;451;0;93980;1428932;372002;404337;183849;33391
2018;BL;01;452;0;128805;917600;440850;350446;111307;15661
2018;BL;01;999;0;916820;5600013;2392444;1888300;592777;120843
2018;BL;01;999;1;49972;192655;215949;140986;19140;1883
2018;BL;02;421;0;614973;1604158;469399;486398;114335;8728
2018;BL;02;421;1;157476;334983;138755;182651;27197;1410
2018;BL;02;422;0;280267;621309;280043;252479;56907;1976
2018;BL;02;422;1;141236;376240;191509;232923;40808;4101
2018;BL;02;999;0;108646;276764;124863;71141;28378;3720
2018;FR;01;411;0;135250;6505176;1658206;860572;892354;374219
2018;FR;01;413;0;22981;1806428;238090;107736;201352;73021
2018;FR;01;413;1;7417;478394;63899;536930;27984;12160
2018;FR;01;415;0;33681;149343;72591;17044;20972;16218
2018;FR;01;421;0;2893710;12798178;2003959;6489849;1370283;269243
2018;FR;01;421;1;246788;932683;286634;771079;131327;22028
2018;FR;01;422;0;205503;751706;186234;448231;89196;13832
2018;FR;01;431;0;118765;592298;172726;261186;56015;5388
2018;FR;01;442;0;29866;158433;31672;227157;24928;14391
2018;FR;01;443;0;37608;273978;148840;363020;41554;1829
2018;FR;01;451;0;687011;8067324;1821437;2581861;1135756;382527
2018;FR;01;451;1;45118;510029;131237;569948;89046;41698
2018;FR;01;452;0;245586;2091956;576100;801853;325290;98851
2018;FR;01;452;1;37875;296644;157049;296322;68416;13570
2018;FR;01;999;0;2267199;19548283;5197007;9315720;2736833;879104
2018;FR;01;999;1;91777;758642;248774;935668;121759;52577
2018;FR;02;421;0;9251226;16894458;2169357;7509860;1430267;253063
2018;FR;02;421;1;638072;1448853;165270;1035220;133802;21444
2018;FR;02;422;0;344117;545248;115923;299362;43128;1690
2018;FR;02;443;0;175674;445850;63228;479888;42271;12504
2018;FR;02;999;0;1342052;2953164;350359;1575386;317316;95168
2018;GE;01;411;0;24281;3694809;1006935;760324;340334;266792
2018;GE;01;413;0;0;203953;60219;13488;8321;5386
2018;GE;01;415;0;113762;3172726;950267;410897;376905;251142
2018;GE;01;415;1;1666;302484;131041;349428;31745;34093
2018;GE;01;431;0;0;188137;131858;59586;9968;852
2018;GE;01;452;0;65368;621185;87852;247695;72114;45782
2018;GE;01;999;0;10111;617225;298911;158509;45820;20265
2018;GL;01;421;0;419235;835880;341961;506935;74985;34856
2018;GL;02;421;0;2765768;2871420;1031119;994137;462900;7147
2018;GL;02;421;1;1441662;1473966;522677;849695;245939;4027
2018;GL;02;422;0;290080;330608;110291;140727;68937;0
2018;GL;02;422;1;520040;643543;277033;383347;127701;2796
2018;GL;02;431;0;221073;250269;98662;83735;31923;0
2018;GL;02;431;1;99562;106993;40062;57906;20921;0
2018;GL;02;999;0;258991;242278;104649;85084;62939;584
2018;GR;01;415;0;46884;271773;94157;10088;80819;65497
2018;GR;01;415;1;1826;57145;18474;67211;16376;4247
2018;GR;01;421;0;255693;442579;159595;154649;29853;4345
2018;GR;01;431;0;38607;88295;35954;24208;10349;0
2018;GR;01;451;0;73372;276100;80994;82392;52234;3271
2018;GR;01;452;0;129378;319431;114914;121526;71584;17244
2018;GR;01;999;0;465102;1160246;364937;502152;274235;33952
2018;GR;02;421;0;10776584;11251153;4532919;3880052;1831559;47149
2018;GR;02;421;1;12766840;12874118;7119172;7160742;2420421;52383
2018;GR;02;422;0;1949662;2046489;827393;894514;340170;7300
2018;GR;02;422;1;15179369;14639386;7954940;8711063;2921065;45476
2018;GR;02;431;0;1550414;1577634;782481;502755;265371;285
2018;GR;02;431;1;4506368;4228381;2697796;2232217;872275;1468
2018;GR;02;999;0;1641281;1621305;766474;560217;260355;7452
2018;GR;02;999;1;5789337;5687490;2935718;3278615;1010070;22361
2018;JU;01;411;0;23328;1740392;650879;307051;196682;93318
2018;JU;01;421;0;143986;860806;399710;339253;111824;10343
2018;JU;01;421;1;58549;426223;301075;426201;57269;14535
2018;JU;01;422;0;200454;1018998;539004;610276;138045;10307
2018;JU;01;431;0;17669;208578;182969;103570;24295;0
2018;JU;01;451;0;310769;4899657;1307966;1492285;526321;103064
2018;JU;01;452;0;213203;2199362;885430;812121;254893;56377
2018;JU;01;452;1;112175;969311;414457;998825;119091;45139
2018;JU;01;999;0;573851;5886736;2661500;2189668;670581;181962
2018;JU;01;999;1;91722;982716;477843;1089216;119210;64891
2018;JU;02;421;0;4767326;9676768;1753439;3313660;1027494;73621
2018;JU;02;421;1;623231;1443520;413668;857838;145849;3634
2018;JU;02;422;0;1752936;3567978;985344;1529126;373107;19505
2018;JU;02;422;1;593145;1153894;681373;779388;136636;7582
2018;JU;02;431;0;331508;624987;241022;182242;68293;999
2018;JU;02;999;0;1526147;2822172;603190;1227030;278898;25875
2018;JU;02;999;1;258816;672879;170350;606865;77667;37786
2018;LU;01;411;0;36101;889841;237152;97842;158862;61537
2018;LU;01;413;0;2479;133176;33147;4151;15772;2526
2018;LU;01;414;0;19112;294717;107590;33108;30048;25786
2018;LU;01;415;0;29178;64661;85810;4398;7375;9346
2018;LU;01;421;0;1500580;8008652;2728484;3896228;785284;428052
2018;LU;01;421;1;291331;1492850;644049;1372462;169546;105630
2018;LU;01;422;0;534700;2464033;1166056;1641654;275556;88243
2018;LU;01;422;1;124369;450468;310915;409670;77089;18402
2018;LU;01;431;0;129338;557535;253478;222806;64765;4838
2018;LU;01;431;1;33329;92423;117888;65756;25283;1485
2018;LU;01;442;0;422078;2483563;798914;2558907;230831;296315
2018;LU;01;443;0;80024;388194;156208;795422;42490;21985
2018;LU;01;443;1;36233;136505;76741;215302;16056;8472
2018;LU;01;451;0;100616;1784213;422843;612728;222950;155418
2018;LU;01;452;0;178432;1240733;422496;658773;138098;90971
2018;LU;01;452;1;45927;293922;173661;315646;56721;19949
2018;LU;01;999;0;3306768;29325397;8679931;19278802;3178465;2862132
2018;LU;01;999;1;173360;1425157;600559;1814659;221248;165723
2018;LU;02;421;0;6155105;10003259;3141942;3569678;1269562;135438
2018;LU;02;421;1;970949;1487336;609004;903008;223130;31804
2018;LU;02;422;0;2947679;4363013;1846291;2120116;571878;46218
2018;LU;02;422;1;763537;1070365;730541;671911;174955;13044
2018;LU;02;431;0;523863;693117;289579;277231;104273;3006
2018;LU;02;431;1;153877;265275;129814;188103;33091;2601
2018;LU;02;442;0;603239;1135817;363252;999270;159873;81720
2018;LU;02;443;0;61477;121439;40018;123056;16053;3981
2018;LU;02;999;0;4397158;7724911;2345285;3988718;985295;234009
2018;LU;02;999;1;339406;524293;309921;423989;86934;13975
2018;NE;01;411;0;54639;1204744;234209;243160;176437;59081
2018;NE;01;415;0;108585;558043;301723;43261;115632;113455
2018;NE;01;415;1;29458;196944;148465;243416;42257;2650
2018;NE;01;451;0;209227;1131828;339374;336087;198624;36769
2018;NE;01;452;0;236335;1069628;360026;437928;163163;22746
2018;NE;01;999;0;351911;2046151;673982;679903;359376;53718
2018;NE;02;421;0;6236973;18064814;2784050;6309344;1874498;161734
2018;NE;02;421;1;261429;784504;185181;462278;104031;30694
2018;NE;02;422;0;1292268;3177791;817406;1291207;352355;14144
2018;NE;02;422;1;286748;772630;368543;453700;101451;5609
2018;NE;02;431;0;123328;340490;60210;116326;27009;1595
2018;NE;02;999;0;1226214;3221939;609309;1134088;307326;73636
2018;NW;01;421;0;252152;595210;131125;290285;61327;30701
2018;NW;01;999;0;72140;148117;52862;102104;13919;12066
2018;NW;02;421;0;2384902;2670743;935344;842325;384993;38060
2018;NW;02;421;1;652251;632345;287309;425727;116888;13580
2018;NW;02;422;0;317694;316868;195817;157081;50060;5359
2018;NW;02;422;1;344175;262532;179894;182115;40845;1981
2018;NW;02;431;0;366184;323531;94508;108536;38465;271
2018;NW;02;431;1;130247;115049;49075;61872;16790;0
2018;NW;02;442;0;148310;171736;72154;136506;30523;9870
2018;NW;02;999;0;521264;565013;237892;301519;84127;8390
2018;OW;01;421;0;472199;863138;248924;433798;128663;17690
2018;OW;01;421;1;212598;343284;123425;288743;45397;8491
2018;OW;01;999;0;104422;157045;51706;172479;23791;7800
2018;OW;02;421;0;3542379;3232150;875454;1343196;466889;36464
2018;OW;02;421;1;2147040;2011915;763548;1395760;357342;40973
2018;OW;02;422;0;259611;236311;113246;126636;32136;4787
2018;OW;02;422;1;285506;249627;137884;177704;43198;2164
2018;OW;02;431;0;112182;133097;50546;42766;23244;36
2018;OW;02;431;1;69060;79516;32421;42687;20867;738
2018;OW;02;999;0;558713;597110;197533;301646;94160;16142
2018;OW;02;999;1;152367;149467;56687;90276;36046;1329
2018;SG;01;413;0;64024;1127373;246207;85450;182744;19903
2018;SG;01;414;0;7812;238266;238384;17510;21196;10431
2018;SG;01;414;1;9448;130591;34518;148082;13920;364
2018;SG;01;415;0;200814;125138;110254;2548;15268;27876
2018;SG;01;421;0;3572871;16658651;5702016;8375828;1667793;202260
2018;SG;01;421;1;463064;1920804;885992;1627389;302417;41504
2018;SG;01;422;0;549732;1750851;845042;1163719;227612;32937
2018;SG;01;422;1;61159;253480;335211;236205;75948;7970
2018;SG;01;431;0;382326;969362;481487;393059;77327;6468
2018;SG;01;431;1;118175;231802;126322;220504;17743;7037
2018;SG;01;442;0;191325;1251760;465353;1624403;134326;141636
2018;SG;01;443;0;50369;607643;243539;1277442;67405;5836
2018;SG;01;451;0;182062;1252018;269733;412650;183242;54879
2018;SG;01;452;0;125149;612485;192486;291303;86818;11921
2018;SG;01;999;0;1217139;8346108;3082744;4898486;1056840;305586
2018;SG;01;999;1;248571;871852;492228;1020224;135693;28648
2018;SG;02;421;0;14235626;19748731;5688079;7261826;2074117;135036
2018;SG;02;421;1;2625789;3300498;1111729;2006233;421782;39086
2018;SG;02;422;0;2085002;2703850;995876;1224898;325799;25855
2018;SG;02;422;1;1076893;1176700;573512;771805;162685;5637
2018;SG;02;431;0;988890;1226927;361902;422660;125566;643
2018;SG;02;431;1;295551;348248;189259;197747;49990;156
2018;SG;02;442;0;155337;294566;31207;255040;30296;24002
2018;SG;02;443;0;76844;176033;28791;261713;11356;4780
2018;SG;02;999;0;2847184;4014654;1249831;1826672;420996;32321
2018;SG;02;999;1;721739;931166;381296;693778;133924;7209
2018;SH;01;411;0;184010;4742321;1632006;573159;551257;322633
2018;SH;01;415;0;109164;672308;327332;91198;96031;59804
2018;SH;01;431;0;11828;73788;128140;29912;2101;3235
2018;SH;01;451;0;99803;1569478;437516;404321;107612;50314
2018;SH;01;452;0;97165;988973;566486;374625;109715;58584
2018;SH;01;999;0;569522;5698724;3070274;2093587;470977;275663
2018;SO;01;411;0;37980;2429078;666288;313594;287796;154258
2018;SO;01;413;0;3701;278790;81110;17622;27285;4753
2018;SO;01;414;0;9934;191120;210669;37082;27105;4589
2018;SO;01;421;0;413826;2172278;871347;932191;214143;60426
2018;SO;01;421;1;97762;498518;275156;421070;54430;24790
2018;SO;01;422;0;258894;1091008;745138;523131;133766;22873
2018;SO;01;431;0;167276;553186;471916;202169;55425;3360
2018;SO;01;451;0;192857;5456219;1330772;1645779;719289;248867
2018;SO;01;451;1;9423;341829;99184;372368;49766;33009
2018;SO;01;452;0;134807;1200864;475071;518542;151377;59392
2018;SO;01;452;1;26132;220708;103477;222041;33982;21470
2018;SO;01;999;0;528811;6915925;3127881;2706164;777089;387577
2018;SO;01;999;1;59213;704309;310292;729053;96567;83492
2018;SO;02;421;0;1676326;3880324;1348095;1332088;555477;67003
2018;SO;02;421;1;407407;957972;397620;550461;127644;16956
2018;SO;02;422;0;544044;1208142;476103;510215;171814;15922
2018;SO;02;422;1;488808;1030555;871164;637796;224218;12851
2018;SO;02;431;0;103719;176883;79012;58875;12432;252
2018;SO;02;431;1;170336;280360;205170;165989;36293;222
2018;SO;02;999;0;372583;770135;433429;270353;94556;12964
2018;SZ;01;421;0;1245743;3382218;1642183;1577181;420513;141438
2018;SZ;01;421;1;53563;125773;92831;100443;20059;4129
2018;SZ;01;422;0;170930;334448;212403;228740;62418;9073
2018;SZ;01;422;1;56284;88760;70653;79748;23425;4018
2018;SZ;01;431;0;96436;224998;125419;70545;23182;6346
2018;SZ;01;442;0;57873;178158;90152;130530;23736;18718
2018;SZ;01;999;0;194116;686484;326234;494391;95915;41914
2018;SZ;02;421;0;8224730;10839459;5465747;3775140;1584942;138988
2018;SZ;02;421;1;822088;980061;647522;605344;174655;20905
2018;SZ;02;422;0;831299;1221727;641243;528972;170501;18539
2018;SZ;02;422;1;786444;925246;684987;602886;148001;16666
2018;SZ;02;431;0;1199077;1354041;632241;466502;239203;2848
2018;SZ;02;431;1;218299;276918;245147;155527;72063;719
2018;SZ;02;442;0;181393;287847;120885;240485;40525;19507
2018;SZ;02;999;0;1685569;2023184;1046358;863631;306776;38417
2018;SZ;02;999;1;174575;209292;148006;118856;31205;1875
2018;TG;01;411;0;53025;4051822;1022016;451618;488042;225720
2018;TG;01;413;0;23562;1225273;213225;80816;91043;29402
2018;TG;01;413;1;8450;650884;177260;698224;93861;17106
2018;TG;01;414;0;23635;1651769;326174;97715;141874;86695
2018;TG;01;414;1;3483;200896;100432;231142;36660;12717
2018;TG;01;415;0;62984;308870;68446;28242;66516;29547
2018;TG;01;421;0;625409;8543390;2604388;4655296;1096820;188482
2018;TG;01;421;1;98404;1480450;669193;1503241;249395;67142
2018;TG;01;422;0;38151;450273;225058;287794;72327;14428
2018;TG;01;422;1;73646;314135;334333;326957;86817;8135
2018;TG;01;431;0;123842;519235;538558;261375;67081;853
2018;TG;01;431;1;19512;224675;224370;201479;60686;4369
2018;TG;01;442;0;33386;330835;154514;765491;50984;97665
2018;TG;01;443;0;11099;230885;136726;947379;27822;2127
2018;TG;01;451;0;154238;6018654;1225984;1693435;560648;236298
2018;TG;01;451;1;14818;506785;112130;577286;68781;38381
2018;TG;01;452;0;89115;1286956;470731;500774;154445;29135
2018;TG;01;452;1;51618;624545;223751;705606;116012;68201
2018;TG;01;999;0;548211;15090629;3911305;7202316;1549191;686250
2018;TG;01;999;1;152289;2129452;911660;2673215;411992;149558
2018;TG;02;421;0;413341;745617;134086;286608;97805;8085
2018;TI;01;413;0;6915;332009;57746;21973;17198;6785
2018;TI;01;415;0;238163;544465;251078;35744;40929;45183
2018;TI;01;421;0;99370;346485;66326;183159;17954;19635
2018;TI;01;422;0;30209;172850;48325;87678;3360;2818
2018;TI;01;431;0;124001;247898;63077;110565;9979;858
2018;TI;01;999;0;159511;543597;160518;126321;16923;3860
2018;TI;02;415;0;176165;191047;50571;4799;29834;19054
2018;TI;02;421;0;2932180;3664553;1136692;1185861;256403;10727
2018;TI;02;421;1;203320;238704;101774;124129;20949;0
2018;TI;02;422;0;263413;408860;210009;151479;38764;0
2018;TI;02;422;1;565418;744410;419968;356930;103310;168
2018;TI;02;431;0;2289642;2234329;964772;765877;189058;1203
2018;TI;02;431;1;1051898;994384;616310;589057;146590;1453
2018;TI;02;999;0;736669;849068;299319;286401;59970;130
2018;TI;02;999;1;276841;309345;159263;182117;30317;2041
2018;UR;01;421;0;412230;607544;144862;310804;67050;37677
2018;UR;02;421;0;5252173;3938284;1659478;1231212;629322;10193
2018;UR;02;421;1;452955;305549;217232;169058;56307;500
2018;UR;02;422;0;365893;255840;138112;118416;43712;2149
2018;UR;02;422;1;648254;490581;307596;308234;55078;993
2018;UR;02;431;0;925268;685999;293657;215412;152274;176
2018;UR;02;431;1;204005;169204;98156;87860;34550;0
2018;UR;02;999;0;884769;611094;306013;183015;115313;1348
2018;VD;01;411;0;861659;30682329;7380840;4971613;3494019;1986931
2018;VD;01;411;1;15385;829889;273481;911789;104053;192281
2018;VD;01;413;0;30832;2029544;421144;156729;198798;61844
2018;VD;01;413;1;5611;276152;103903;231882;15312;1626
2018;VD;01;414;0;10656;897997;197552;95750;88299;37407
2018;VD;01;415;0;2111534;5295944;1753296;486595;565173;335918
2018;VD;01;415;1;110935;377346;265177;396166;50106;28525
2018;VD;01;421;0;866036;3149475;766523;1604924;385178;36454
2018;VD;01;422;0;245017;736049;294571;409875;84831;2204
2018;VD;01;422;1;94705;265467;208943;229626;39001;200
2018;VD;01;431;0;310432;802278;637988;406823;114454;2513
2018;VD;01;431;1;83426;163459;115009;141190;15874;0
2018;VD;01;451;0;2702989;15789524;3590191;5285935;2012297;473733
2018;VD;01;451;1;106873;539117;163681;615160;68729;47667
2018;VD;01;452;0;1578391;6884335;2234699;3055656;932343;329479
2018;VD;01;452;1;325387;1453476;612213;1568015;177203;171350
2018;VD;01;999;0;2679927;22740044;7188443;9055513;2784161;920403
2018;VD;01;999;1;127133;1753039;962400;1822687;260047;144654
2018;VD;02;421;0;7047331;9387359;2760440;3604242;1093158;60073
2018;VD;02;421;1;1076233;1263126;591884;721823;163535;11983
2018;VD;02;422;0;989116;1543048;708447;625694;221862;3806
2018;VD;02;422;1;482232;872933;592856;599870;138446;2801
2018;VD;02;431;0;186256;244119;123452;86860;24975;0
2018;VD;02;431;1;246468;253276;118327;150745;29528;0
2018;VD;02;451;0;161192;421936;49453;120318;31711;15277
2018;VD;02;452;0;158037;375436;116521;134250;42872;15535
2018;VD;02;999;0;1372485;2879576;752028;932658;298252;37960
2018;VD;02;999;1;126751;288282;187675;197303;37725;5561
2018;VS;01;413;0;25133;669651;237996;80630;104755;6030
2018;VS;01;414;0;46326;1260616;53327;6307;197693;26594
2018;VS;01;414;1;54049;381469;167054;448719;70707;4658
2018;VS;01;415;0;2519903;2083726;269227;1877;186760;86063
2018;VS;01;415;1;336056;289572;163360;164280;22510;63465
2018;VS;01;421;0;322227;447755;153309;183591;59132;7040
2018;VS;01;422;0;58354;88471;30292;40051;5385;165
2018;VS;01;431;0;254786;386147;168128;197643;19025;683
2018;VS;01;999;0;922589;2223357;396960;434705;354980;69676
2018;VS;02;414;0;295782;454954;88706;35675;79173;21252
2018;VS;02;415;0;3810253;2543208;369076;68243;261669;66243
2018;VS;02;421;0;11467426;12336578;6662415;3493076;2237511;13273
2018;VS;02;421;1;942016;1234745;784624;674584;210582;914
2018;VS;02;422;0;1079727;1308745;796180;500584;155773;2511
2018;VS;02;422;1;1069215;1269866;988548;792525;227409;2036
2018;VS;02;431;0;4115127;4352829;2883166;1403743;607794;47
2018;VS;02;431;1;1939753;2146805;1962605;1246639;370270;31
2018;VS;02;999;0;1588412;1820039;1197114;566258;288880;704
2018;VS;02;999;1;531624;615116;489198;421808;132766;1852
2018;ZG;01;421;0;197636;1184245;559741;646721;107922;61714
2018;ZG;01;422;0;32831;323884;223918;226126;31623;20498
2018;ZG;01;431;0;11997;90065;39929;38470;9607;2436
2018;ZG;01;451;0;12708;483626;207995;162772;41847;46849
2018;ZG;01;999;0;108777;1860059;942005;1016244;197441;174109
2018;ZG;02;421;0;1463467;2780166;1536563;1020389;352789;36573
2018;ZG;02;421;1;258972;554897;346675;333102;88068;18786
2018;ZG;02;422;0;264074;524337;391582;246118;68706;5120
2018;ZG;02;422;1;258765;437488;493703;285962;78177;3099
2018;ZG;02;431;0;128854;222861;136826;73995;31443;60
2018;ZG;02;431;1;66718;102290;152292;65829;28365;0
2018;ZG;02;999;0;361815;769591;402934;350912;105841;17900
2018;ZH;01;411;0;187854;10623640;2166449;1014057;1147820;504893
2018;ZH;01;411;1;3652;245768;72423;243404;22705;55788
2018;ZH;01;413;0;28655;1776068;359179;103518;74905;37573
2018;ZH;01;413;1;35978;1049556;289966;1284056;62504;25443
2018;ZH;01;414;0;18933;481008;221687;47906;46677;27262
2018;ZH;01;414;1;3419;91625;68649;124177;11834;8263
2018;ZH;01;415;0;192859;505445;148337;35219;28311;56085
2018;ZH;01;415;1;29170;56470;35731;57599;4466;7764
2018;ZH;01;421;0;1474641;8320304;4190417;3558598;904741;214921
2018;ZH;01;421;1;269859;1656938;1200808;1493049;274804;61708
2018;ZH;01;422;0;419078;2660624;1913577;1524397;328176;61914
2018;ZH;01;422;1;205642;650602;662429;594609;97176;10204
2018;ZH;01;431;0;158829;1104502;847309;361887;107631;8103
2018;ZH;01;431;1;83943;263892;638591;243930;54971;1518
2018;ZH;01;442;0;29999;76574;55329;220663;9183;13503
2018;ZH;01;443;0;6133;68921;35321;280699;3200;4729
2018;ZH;01;451;0;390642;9113829;2431017;2527353;1146040;334990
2018;ZH;01;451;1;11445;335865;122951;362980;45635;40605
2018;ZH;01;452;0;234326;3203393;1192362;1321767;391295;101253
2018;ZH;01;452;1;85443;615510;449273;685426;103056;23987
2018;ZH;01;999;0;1328950;18105405;8299618;6243703;2027441;594518
2018;ZH;01;999;1;261755;2387475;1338010;2603361;334944;111556
2018;ZH;02;421;0;1238493;2481977;800119;806113;246490;41430
2018;ZH;02;421;1;203812;409771;123833;247729;39254;8676
2018;ZH;02;422;0;433842;711961;351950;284513;109204;6337
2018;ZH;02;422;1;283363;455024;263152;283155;68404;4864
2018;ZH;02;431;0;90294;163757;58080;54829;12984;110
2018;ZH;02;431;1;82539;137287;70961;76195;28447;0
2018;ZH;02;999;0;378496;627407;251802;212769;72441;9911
2018;99;01;411;0;16395;789906;228785;50010;80515;19413
2018;99;01;411;1;44389;1201722;533490;1317105;185673;216202
2018;99;01;413;0;14617;285898;48742;23966;32902;2867
2018;99;01;413;1;16168;452834;275444;483085;42990;22829
2018;99;01;414;0;12185;444595;168325;19456;26701;17048
2018;99;01;414;1;9446;114238;92323;126494;12500;9261
2018;99;01;415;0;16134;35595;43134;7656;2756;1475
2018;99;01;415;1;53278;104580;139334;106837;27264;14268
2018;99;01;421;0;124305;490545;189414;208850;75181;14903
2018;99;01;421;1;306847;967858;382469;772113;103188;21092
2018;99;01;422;0;268111;499674;262329;310616;54468;10273
2018;99;01;422;1;214226;823427;472446;673879;119431;23461
2018;99;01;431;0;20631;93175;44614;42681;12107;180
2018;99;01;431;1;281514;609874;559393;461341;107221;5195
2018;99;01;442;0;126295;321166;119480;386000;23807;47763
2018;99;01;442;1;15047;35512;45498;64662;5433;3783
2018;99;01;443;0;97762;404544;213665;751715;33081;17685
2018;99;01;443;1;74061;369368;343149;603389;91014;5736
2018;99;01;451;0;100808;647522;149223;218314;28460;12157
2018;99;01;451;1;75665;834677;350852;865801;122214;66114
2018;99;01;452;0;22025;219156;71165;127060;19428;15722
2018;99;01;452;1;236404;1332967;527100;1396898;167400;154601
2018;99;01;999;0;412681;2343859;868179;1143272;295735;110025
2018;99;01;999;1;723908;4677975;2317875;4957351;693747;346255
2018;99;02;411;0;70673;391372;56419;85248;36786;22080
2018;99;02;413;1;19328;45253;19009;32543;18376;715
2018;99;02;414;0;8961;22057;12338;6155;4232;0
2018;99;02;414;1;13722;15147;34028;16626;6550;0
2018;99;02;415;0;42911;37097;19163;4548;8262;2304
2018;99;02;415;1;160546;136630;152897;107516;29089;5633
2018;99;02;421;1;51582;84854;52809;57086;19592;0
2018;99;02;422;0;340536;353576;204562;215074;74825;3092
2018;99;02;422;1;74246;131735;99442;81292;34104;1199
2018;99;02;431;0;57373;128562;65199;38670;6139;0
2018;99;02;431;1;191613;340544;294679;203488;56606;2348
