debtor,Concept,creditor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,421000000,482000000,498000000,733000000,1266000000,1626000000,3686000000,5666000000,10454000000,8827000000,11533755430,10999578396,421,482,498,733,1266,1626,3686,5666,10454,8827,11534,11000
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,191026000,147502248,300807685,331728523,338359209,237502858,570940096,352246902,572739342,1121205420,860961060,661283280,191,148,301,332,338,238,571,352,573,1121,861,661
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,434659189,556904833,599352226,880008134,0,0,0,0,0,0,0,0,435,557,599,880
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,6872377400,12357985670,19816091100,36227402690,45511410360,64807726200,67864130258,33613958794,47507045415,48995794962,39944455239,51259514554,6872,12358,19816,36227,45511,64808,67864,33614,47507,48996,39944,51260
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,15662027935,19458467535,30281322957,38076497445,36094692400,47908200822,59857592313,39672773373,63949616712,82154939150,70165359699,86072872627,15662,19458,30281,38076,36095,47908,59858,39673,63950,82155,70165,86073
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,73948881156,83427133172,1.06191E+11,1.20514E+11,1.14015E+11,1.30974E+11,1.54627E+11,1.1356E+11,1.41762E+11,1.60108E+11,1.44756E+11,1.62863E+11,73949,83427,106191,120514,114015,130974,154627,113560,141762,160108,144756,162863
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,22815215,216625073,301631205,20025365,60929566,157747431,174455356,125352786,322699086,511521662,430000000,251541968,23,217,302,20,61,158,174,125,323,512,430,252
Luxembourg,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,22038828000,25700151000,38829717900,54271543136,62580312629,87936195180,86853934411,69083991894,89361565847,94973718850,97198668700,1.03492E+11,22039,25700,38830,54272,62580,87936,86854,69084,89362,94974,97199,103492
Luxembourg,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,13034915749,14207177423,23383000000,38049739611,46287000000,60102000000,95121000000,60037000000,94376000000,1.00431E+11,93219000000,1.04733E+11,13035,14207,23383,38050,46287,60102,95121,60037,94376,100431,93219,104733
Malta,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,28465990,38801900,47994000,47673500,58985000,84288000,97158600,91852200,115248000,58792800,32347500,25068600,28,39,48,48,59,84,97,92,115,59,32,25
Malta,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,14443539,20507825,2848847,4177740,5732298,38428830,13325940,0,0,0,0,0,14,21,3,4,6,38,13
Malta,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,24862372,21085401,34596795,34191000,36256351,28123185,20833587,61305,66460,79341,0,0,25,21,35,34,36,28,21,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,84162,7426068,810431,92036,341568,1293900,1319400,0,0,0,0,0,0,7,1,0,0,1,1
Malta,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,242234055,21000753,0,0,0,0,0,0,0,0,0,0,242,21,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,113195754,128909277,132365344,95799061,178487459,1132223725,906163457,268236659,0,0,0,0,113,129,132,96,178,1132,906,268
Malta,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,42942000,43587200,20054900,15804000,14721000,8350200,37455600,181723200,84103500,34304400,0,0,43,44,20,16,15,8,37,182,84,34
Malta,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,254,0,0,0,0,1223134,0,0,0,0,0,0,0,0,0,0,0,1
Malta,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,28604100,7078200,13170000,22081500,1160677800,221852400,159007800,201848400,118746000,0,0,0,29,7,13,22,1161,222,159,202,119
Malta,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,46139505,113259600,13893000,130761600,305702758,325566745,402097305,157216628,271698635,115428026,229961887,237852289,46,113,14,131,306,326,402,157,272,115,230,238
Malta,Portfolio Investment Total Liabilities (BPM5),Japan,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,30922382,0,0,0,0,2039113,0,0,21724962,15145365,17123520,12965453,31,0,0,0,0,2,0,0,22,15,17,13
Malta,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,65263,296546,14179439,40737132,43711168,0,0,0,0,0,0,0,0,0,14,41,44
Malta,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,6174317,8123251,13114097,9034809,4285850,122833124,183076954,103984600,311328940,399782485,504045842,867361982,6,8,13,9,4,123,183,104,311,400,504,867
Malta,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,7902000,29442000,18092100,17287200,41422200,50462100,21110400,0,0,0,0,0,8,29,18,17,41,50,21
Malta,Portfolio Investment Total Liabilities (BPM5),Norway,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,881623,590842,1757188,3327172,11142857,6401384,341297,31886477,30700180,0,0,0,1,1,2,3,11,6,0,32,31
Malta,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,10234075,0,0,0,0,0,0,0,0,0,0,0,10,0
Malta,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,266057,632477,0,0,0,0,0,14645340,0,0,0,0,0,1,0,0,0,0,0,15
Malta,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,1887660,5304600,5930190,28666710,35163900,65624681,0,0,0,0,0,0,2,5,6,29,35,66,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,1956034,208655446,107720455,136971908,158351655,230804913,289953109,0,0,0,0,0,2,209,108,137,158,231,290
Malta,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,5362710,15549082,263601,3720412,11892651,46114515,67457728,75676743,146024270,237658494,253489259,293718186,5,16,0,4,12,46,67,76,146,238,253,294
Malta,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,182361991,0,264664172,69067089,56342761,80217137,71386800,158939080,6642591000,0,0,0,182,0,265,69,56,80,71,159,6643
Malta,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,93280388,51722455,19000000,16504800,96000000,155000000,126000000,101000000,82000000,88000000,138000000,181000000,93,52,19,17,96,155,126,101,82,88,138,181
Netherlands,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1356320700,1531102000,0,0,0,0,0,0,0,0,0,0,1356,1531,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,8296565559,11285060700,16437945000,20669867500,20503186000,25458927000,26605263300,19702296900,23949975000,25731203400,23250089100,22953601800,8297,11285,16438,20670,20503,25459,26605,19702,23950,25731,23250,22954
Netherlands,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1.87084E+11,2.68833E+11,0,0,0,0,0,0,0,0,0,0,187084,268833,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,23466245549,29761621573,41091319132,52714733654,55851063351,64117831554,86748999626,95782208717,1.09076E+11,1.01397E+11,1.00252E+11,92643386220,23466,29762,41091,52715,55851,64118,86749,95782,109076,101397,100252,92643
Netherlands,Portfolio Investment Total Liabilities (BPM5),China,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,22913800,5243500,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,56403200,6292200,0,0,0,0,0,0,0,0,0,0,56,6,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,58431547,168533608,316031748,448362249,473455633,912858796,1206035590,1593545883,1740377418,1341516419,797269014,580862469,58,169,316,448,473,913,1206,1594,1740,1342,797,581
Netherlands,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,10332636,101448475,203471506,307119631,263149933,485700820,363877348,326963945,514665955,442586694,451571100,749419200,10,101,203,307,263,486,364,327,515,443,452,749
Netherlands,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,145414500,122697900,0,0,0,0,0,0,0,0,0,0,145,123,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4885045900,6648758000,9295869450,11054830842,10849689103,13273121100,14004087300,10495602969,14325326400,14722774175,15490458671,16434934595,4885,6649,9296,11055,10850,13273,14004,10496,14325,14723,15490,16435
Netherlands,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,11506252800,7973266100,0,0,0,0,0,0,0,0,0,0,11506,7973,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,84492874900,1.16055E+11,1.70667E+11,2.04938E+11,1.90293E+11,2.20724E+11,2.72662E+11,2.4821E+11,2.91997E+11,2.98919E+11,2.81214E+11,3.19363E+11,84493,116055,170667,204938,190293,220724,272662,248210,291997,298919,281214,319363
Netherlands,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,20093640000,16973209500,0,0,0,0,0,0,0,0,0,0,20094,16973,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,86570980300,1.04411E+11,1.42948E+11,1.54959E+11,1.36085E+11,1.74937E+11,1.9253E+11,1.75173E+11,2.28259E+11,2.34017E+11,2.37273E+11,2.66528E+11,86571,104411,142948,154959,136085,174937,192530,175173,228259,234017,237273,266528
Netherlands,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,16744700,23071400,0,0,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,395000000,720456900,1117755000,1713521800,2086889300,2711703000,3619893900,1903845600,1640843400,1986929400,1854158700,1950073200,395,720,1118,1714,2087,2712,3620,1904,1641,1987,1854,1950
Netherlands,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,867199200,2968869700,0,0,0,0,0,0,0,0,0,0,867,2969,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,11872,12205,0,0,4648672,834635,13181562,5458465,0,0,0,0,0,0,0,0,5,1,13,5
Netherlands,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1717653700,1562563000,0,0,0,0,0,0,0,0,0,0,1718,1563,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,13897219700,17605461310,30984999495,52654699700,41484150500,55535256000,64704683400,63361317600,70390597200,78849162000,71011819800,68439916800,13897,17605,30985,52655,41484,55535,64705,63361,70391,78849,71012,68440
Netherlands,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1674470000,1337092500,0,0,0,0,0,0,0,0,0,0,1674,1337,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,53154492965,54149624500,62840565000,67895236600,74660091648,78455936068,79995215525,74787314383,91220433299,82959675504,66816537687,57991958086,53154,54150,62841,67895,74660,78456,79995,74787,91220,82960,66817,57992
Netherlands,Portfolio Investment Total Liabilities (BPM5),Japan,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,419498800,310415200,0,0,0,0,0,0,0,0,0,0,419,310,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Japan,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,46138777876,41959270784,61329128114,71367884009,69079162473,76980637190,76134240901,74953168044,83728003476,90198422322,98625543356,1.27933E+11,46139,41959,61329,71368,69079,76981,76134,74953,83728,90198,98626,127933
Netherlands,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,5391295,5971308,32748388,48636824,117469159,248724265,273283917,0,0,0,0,0,5,6,33,49,117,249,273
Netherlands,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,68406506000,1.16899E+11,0,0,0,0,0,0,0,0,0,0,68407,116899,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,54174195006,62918363096,81637987123,87450122309,95211028587,1.16582E+11,1.33447E+11,1.13583E+11,1.43176E+11,1.4523E+11,1.37842E+11,1.52038E+11,54174,62918,81638,87450,95211,116582,133447,113583,143176,145230,137842,152038
Netherlands,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,5287800,7340900,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,77865920,214382700,303356830,460955976,511399950,554457000,577831636,474306669,563657800,715274675,1076584578,1234562580,78,214,303,461,511,554,578,474,564,715,1077,1235
Netherlands,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Norway,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,136601500,112210900,0,0,0,0,0,0,0,0,0,0,137,112,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Norway,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3127703848,5603509482,7137127545,9744691556,9305465288,13041853035,17696118299,15840428571,20126124567,21654607509,23195826377,27440394973,3128,5604,7137,9745,9305,13042,17696,15840,20126,21655,23196,27440
Netherlands,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,96061700,67116800,0,0,0,0,0,0,0,0,0,0,96,67,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3563631855,6205712404,8397442753,8819110391,7765681972,9544325340,11704843752,10321403880,11880354486,11078808336,10512445818,12162427110,3564,6206,8397,8819,7766,9544,11705,10321,11880,11079,10512,12162
Netherlands,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,7050400,7340900,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,46000000,66000000,187000000,382000000,644000000,565000000,2698000000,2483000000,3433000000,3938000000,4142253189,4186087037,46,66,187,382,644,565,2698,2483,3433,3938,4142,4186
Netherlands,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,1048700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,38606000,57837946,139956106,320311693,293282835,612154233,876200262,898779518,2351332914,1832999160,1829833380,1871173080,39,58,140,320,293,612,876,899,2351,1833,1830,1871
Netherlands,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,1224196745,1217875281,1035629639,1210864837,0,0,0,0,0,0,0,0,1224,1218,1036,1211
Netherlands,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1173891600,6886812900,0,0,0,0,0,0,0,0,0,0,1174,6887,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,14139577200,38469252360,48141518400,52283198826,51551356390,58288181100,64239037803,57013251868,66991070128,46312117434,38519283543,34917089271,14140,38469,48142,52283,51551,58288,64239,57013,66991,46312,38519,34917
Netherlands,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1256733800,828473000,0,0,0,0,0,0,0,0,0,0,1257,828,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3532509116,4760577904,8362550075,10498473075,8377060716,10745843966,12006363203,9845008133,10026128405,10427206136,8915386849,9945576140,3533,4761,8363,10498,8377,10746,12006,9845,10026,10427,8915,9946
Netherlands,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,25294191300,24663326600,0,0,0,0,0,0,0,0,0,0,25294,24663,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,37787278567,43594487509,52990500259,58835560669,47601200167,54236061295,58588860149,57235974021,69251530101,72222756566,72654825714,79534378679,37787,43594,52991,58836,47601,54236,58589,57236,69252,72223,72655,79534
Netherlands,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,14982100,17827900,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,77483542,329921047,457067209,334114547,162321419,132295614,14450023,17152956,7038889,26568601,32000000,33473060,77,330,457,334,162,132,14,17,7,27,32,33
Netherlands,Portfolio Investment Total Liabilities (BPM5),Arab Emirates,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,41421100,8389600,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,66620110900,70723279300,0,0,0,0,0,0,0,0,0,0,66620,70723,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,72359005600,79331184200,1.06984E+11,1.24885E+11,1.52237E+11,1.67892E+11,1.56708E+11,1.26093E+11,1.64526E+11,1.81844E+11,1.80714E+11,2.20192E+11,72359,79331,106984,124885,152237,167892,156708,126093,164526,181844,180714,220192
Netherlands,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1.40353E+11,1.09041E+11,0,0,0,0,0,0,0,0,0,0,140353,109041,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1.49082E+11,1.38711E+11,1.82193E+11,2.02361E+11,1.91882E+11,2.34065E+11,2.35059E+11,1.69342E+11,2.32918E+11,2.32885E+11,2.41757E+11,2.86054E+11,149082,138711,182193,202361,191882,234065,235059,169342,232918,232885,241757,286054
Norway,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,522610900,782330200,1129122000,1138715600,1308287300,1710783000,2088909900,3116016300,3189488400,4171616400,3719962500,4016253600,523,782,1129,1139,1308,1711,2089,3116,3189,4172,3720,4016
Norway,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,649009590,689997128,666098498,872035133,932974437,1893495678,2183878015,1830463472,1898134560,2058656616,1743271470,2562934500,649,690,666,872,933,1893,2184,1830,1898,2059,1743,2563
Norway,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,108421395,116140647,155786621,216696030,298901450,381092805,485235074,466578829,415959463,134966395,83706875,27652592,108,116,156,217,299,381,485,467,416,135,84,28
Norway,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,968640,15633058,17173593,8395988,38378024,25662236,66635450,32856893,10930175,37523100,104232600,0,1,16,17,8,38,26,67,33,11,38,104
Norway,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,446819100,611392100,1014012180,1485111251,1995132234,2871428760,4746815892,3042715461,4112913000,5881441907,6697008470,8624025184,447,611,1014,1485,1995,2871,4747,3043,4113,5881,6697,8624
Norway,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2000551000,2663785042,3621233184,4689403828,5709234831,7728453642,9938347306,8402437460,11775343390,13446153876,13081400165,18037925095,2001,2664,3621,4689,5709,7728,9938,8402,11775,13446,13081,18038
Norway,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3228201900,3991352200,6057348000,6066793400,7210326400,15561672000,20793412500,20101714800,23329076400,25434567000,27504432300,38221698600,3228,3991,6057,6067,7210,15562,20793,20102,23329,25435,27504,38222
Norway,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3900000,37753200,53046000,73553400,16515800,13170000,170763600,48709500,59064600,32068800,93160800,51456600,4,38,53,74,17,13,171,49,59,32,93,51
Norway,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,2119080,2120823,1388306,2914195,894531,0,0,0,0,0,0,0,2,2,1,3,1
Norway,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1204737100,2080154974,2475693484,3386180600,4289389200,7343592000,8514626400,7355134500,7918978200,6869404200,8651015400,11726827200,1205,2080,2476,3386,4289,7344,8515,7355,7919,6869,8651,11727
