creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Cyprus,Portfolio Investment Total Assets (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,6427420.426,14167783.76,37991040.49,101843076.2,110832002.7,151059155.6,140902051.5,297236848.1,334963596.7,340956938.1,691034124.3,459825093.4,6.4,14.2,38.0,101.8,110.8,151.1,140.9,297.2,335.0,341.0,691.0,459.8
Cyprus,Portfolio Investment Total Assets (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,9239910.893,12237071.55,35308635.64,30457940.41,48274988.43,385869796.2,27557975.98,13541640.07,0,0,835.1802,0.0,9.2,12.2,35.3,30.5,48.3,385.9,27.6,13.5,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,886410.5209,1220458.369,1134592.984,4123954.283,5264048.429,71317941.14,25954184.42,7087535.331,11645100,2638800,0.0,0.0,0.9,1.2,1.1,4.1,5.3,71.3,26.0,7.1,11.6,2.6
Cyprus,Portfolio Investment Total Assets (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,2215921.178,1258915.483,8817849.018,118349695.5,107655152.2,131847567.3,192209152.8,195753992.6,196285118.7,149926864.5,154574071.7,129638082,2.2,1.3,8.8,118.3,107.7,131.8,192.2,195.8,196.3,149.9,154.6,129.6
Cyprus,Portfolio Investment Total Assets (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,101463524.1,195700022,426119197,448961816.3,633885020,960640126.5,1047390317,1995499823,1915088098,1108649817,1612863319,1371005066,101.5,195.7,426.1,449.0,633.9,960.6,1047.4,1995.5,1915.1,1108.6,1612.9,1371.0
Cyprus,Portfolio Investment Total Assets (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,208507266,240083741.4,247022578.5,799523484.8,549994285.2,770143214,537877370.1,2140008493,1511588019,779282262.4,891731224.4,555836012.7,208.5,240.1,247.0,799.5,550.0,770.1,537.9,2140.0,1511.6,779.3,891.7,555.8
Cyprus,Portfolio Investment Total Assets (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,112852008.1,148735335.8,169732755.2,299643163.1,497130081.6,1172822953,1053727708,5176760427,13009987162,19244249370,10462917450,7475410170,112.9,148.7,169.7,299.6,497.1,1172.8,1053.7,5176.8,13010.0,19244.2,10462.9,7475.4
Cyprus,Portfolio Investment Total Assets (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,71190661.01,63310930.78,79874450.93,251867417.8,362629538.2,713548400.8,997490543.7,904165554.3,1522837978,1693258576,1393819280,1460201939,71.2,63.3,79.9,251.9,362.6,713.5,997.5,904.2,1522.8,1693.3,1393.8,1460.2
Cyprus,Portfolio Investment Total Assets (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,65521909.84,55825942.81,131521016.5,508177362.4,677500560.5,800394907.5,572486441.1,578210979.3,1176513112,1099655561,1296203017,731420153.7,65.5,55.8,131.5,508.2,677.5,800.4,572.5,578.2,1176.5,1099.7,1296.2,731.4
Cyprus,Portfolio Investment Total Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,9651026.426,11550707.95,17506824.21,13241967.96,16321822.29,12648283.2,0,73738.5516,2939987.412,2623382.25,2785121.46,0.0,9.7,11.6,17.5,13.2,16.3,12.6,0.0,0.1,2.9,2.6,2.8
Cyprus,Portfolio Investment Total Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,12885981.31,25762867.65,23649755.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,25.8,23.6
Cyprus,Portfolio Investment Total Assets (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,66366613.27,59772789.45,185639555.5,307910010.2,487162230.1,557853711.2,577488636.9,633417907.8,793142714.8,741365609.8,909491759.7,871514043.4,66.4,59.8,185.6,307.9,487.2,557.9,577.5,633.4,793.1,741.4,909.5,871.5
Cyprus,Portfolio Investment Total Assets (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,24862372.03,21085401.22,34596795.24,34190999.68,36256350.9,28123184.56,20833586.97,61304.856,66459.8796,79340.7996,0.0,0.0,24.9,21.1,34.6,34.2,36.3,28.1,20.8,0.1,0.1,0.1
Cyprus,Portfolio Investment Total Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,58431546.81,168533608.3,316031747.9,448362249.3,473455632.6,912858795.7,1206035590,1593545883,1740377418,1341516419,797269013.8,580862469,58.4,168.5,316.0,448.4,473.5,912.9,1206.0,1593.5,1740.4,1341.5,797.3,580.9
