creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Estonia,Portfolio Investment Total Banks Assets (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,99630300,2638800,0,0,0,0,0,0,0,0,0,0,99.6303,2.6388
Estonia,Portfolio Investment Total Banks Assets (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,11645100,5277600,0,0,0,0,0,0,0,0,0,0,11.6451,5.2776
Estonia,Portfolio Investment Total Banks Assets (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,230314200,105552000,0,0,0,0,0,0,0,0,0,0,230.3142,105.552
Estonia,Portfolio Investment Total Banks Assets (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,130683900,131940000,0,0,0,0,0,0,0,0,0,0,130.6839,131.94
Estonia,Portfolio Investment Total Banks Assets (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,2587800,0,0,0,0,0,0,0,0,0,0,0,2.5878,0
Estonia,Portfolio Investment Total Banks Assets (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,12939000,9235800,0,0,0,0,0,0,0,0,0,0,12.939,9.2358
Estonia,Portfolio Investment Total Banks Assets (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,349353000,11874600,0,0,0,0,0,0,0,0,0,0,349.353,11.8746
Estonia,Portfolio Investment Total Banks Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,3881700,2638800,0,0,0,0,0,0,0,0,0,0,3.8817,2.6388
Estonia,Portfolio Investment Total Banks Assets (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,11645100,23749200,0,0,0,0,0,0,0,0,0,0,11.6451,23.7492
Estonia,Portfolio Investment Total Banks Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,86691300,10555200,0,0,0,0,0,0,0,0,0,0,86.6913,10.5552
Estonia,Portfolio Investment Total Banks Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,23290200,0,0,0,0,0,0,0,0,0,0,0,23.2902,0
Estonia,Portfolio Investment Total Banks Assets (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,2587800,5277600,0,0,0,0,0,0,0,0,0,0,2.5878,5.2776
Estonia,Portfolio Investment Total Banks Assets (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,2587800,9235800,0,0,0,0,0,0,0,0,0,0,2.5878,9.2358
